,headline,sentiment,label
3658,রিয়াল মাদ্রিদ নয় অবশেষে মোহামেডানে যোগ দিচ্ছেন জিদান - Bengal Beats,0,0
3659,‘কোটা বাতিলে উদ্ভূত সমস্যার দায়ভার সরকারের’,1,1
3660,"ভোট হবে, গণতন্ত্র বাঁচবে তো!",0,0
3661,হাসপাতালে খালেদার দেখা পাবেন কি-না সন্দেহ মওদুদের,0,1
3662,‘‘ল’ উইল টেক ইটস ওন কোর্স’’,1,1
3663,রায় ধার্যে দুদকের আবেদনের আদেশ আজ,1,1
3664,ডিজেল ইঞ্জিনকে বিদায় জানালো পোরশে,1,1
3665,"পানি কমলেও ভাঙন থামেনি, ঘর সরাতে ব্যস্ত শত শত পরিবার",1,1
3666,এবার নিষিদ্ধ হচ্ছে ‘টিকটক’,0,0
3667,"আ’লীগের মতবিনিময় সভা ২১ সেপ্টেম্বর, ২০১৮ ২০:২৮",1,0
3668,"খালেদা জিয়ার জামিন শুনানি ৩ অক্টোবর  ৩০ সেপ্টেম্বর, ২০১৮ ১৮:০০",1,1
3669,মোংলা- বুড়িমারীতে পদে পদে ঘুষ: টিআইবি,0,1
3670,এমবাপের ৩ ম্যাচ নিষেধাজ্ঞার বিপক্ষে আপিল খারিজ,0,1
3671,খালেদার অনুপস্থিতিতে বিচার প্রশ্নে আদেশ আজ,1,0
3672,এবার হাইপারসনিক যুগে ঢুকছে যুক্তরাষ্ট্র,0,1
3673,কটিয়াদীতে ট্রান্সফরমার ফেরত দিতে গিয়ে প্রাণ গেল স্কুলছাত্রের,0,1
3674,"জবি ছাত্রলীগের দুই গ্রুপের সংঘর্ষ, আহত ২  ",1,1
3675,অ্যাকশনএইড-ডিইউডিএস জাতীয় বিতর্ক উৎসব শুরু,0,0
3676,১ অক্টোবর: হাসতে নেই মানা,1,1
3677,শুরু হল বাংলালিংক নেক্সট টিউবারের দ্বিতীয় আসর,1,0
3678,জাবিতে আবারও ভর্তি বৈষম্যের শিকার মাদরাসার শিক্ষার্থীরা,0,1
3679,জটিলতা কাটিয়ে শতাধিক প্রেক্ষাগৃহে শাকিবের ‘নাকাব’,0,1
3680,গৌরীর খানের জন্মদিনে বাপ-বেটার শুভেচ্ছা,1,1
3681,রাজনীতির দুর্বৃত্তায়ন রুখতে আইন আনুক পার্লামেন্ট,0,1
3682,জামালপুরে নিখোঁজের ৪ দিন পর মিলল বৃদ্ধার লাশ,1,0
3683,সৌদি কনস্যুলেটে নিখোঁজ সাংবাদিক সন্ধান মেলেনি,1,1
3684,হাথুরুসিংহে-ম্যাথুজের বিবাদ মেটানো জরুরি',0,1
3685,অবসর ভেঙে ফিরছেন কাকা?,1,1
3686,"লবণ আমদানি হবেনা, মজুদদারের বিরুদ্ধে ব্যবস্থা",1,1
3687,"ওপেনারদের হারিয়ে শুরুতেই চাপে পাকিস্তান ১৯ সেপ্টেম্বর, ২০১৮ ১৭:৫৬",0,0
3688,চাঁদের বুকে প্রথম ভুটানি জোকাই লামা | দৈনিক মতিকণ্ঠ,1,0
3689,"ভারতে বাস দুর্ঘটনায় নিহত ৩, আহত অর্ধ শতাধিক",0,1
3690,যশোর রোডে শতবর্ষী গাছ কাটা যাবে না: ভারতের সুপ্রিম কোর্ট,0,0
3691,৫৭-র বদলে ৩২!,0,0
3692,বুড়িগঙ্গায় তরুণীর গলিত লাশ,0,1
3693,ঘূর্ণিঝড় ফণীর আঘাতে ঢাকা শহর টিকবে তো?,0,0
3694,রাজশাহীতে ‘বন্দুকযুদ্ধে’ কৃষকলীগের সাবেক সভাপতি নিহত,0,1
3695,টেকনাফে বড় ভাইয়ের হাতে ছোট ভাই নিহত,0,1
3696,দীর্ঘ প্রতিক্ষার পর ২৫ কিলোমিটার সড়ক সংস্কার,0,1
3697,এস কে সিনহার বইটি ঐতিহাসিক দলিল: মওদুদ,0,1
3698,তারেক রহমানের মৃত্যুদণ্ডের জন্য আপিল করব: আইনমন্ত্রী,1,1
3699,মেডিকেল প্রশ্নফাঁসকারী চক্রের ৫ সদস্য আটক,1,1
3700,মংলা-বুড়িমারী বন্দরে শতভাগ দুর্নীতি : টিআইবি,0,1
3701,দেশ এগিয়ে নিতে কারিগরি শিক্ষার বিকল্প নেই: শিক্ষামন্ত্রী,0,1
3702,স্বরূপকাঠিতে বাল্যবিবাহ নিরোধ দিবস পালিত,0,1
3703,খাগড়াছড়িতে অজ্ঞাত যুবকের অর্ধগলিত লাশ উদ্ধার,1,0
3704,ক্যাপিটাল এফএমে সালমান-জেসিয়া,0,1
3705,"২১ আগস্টের রায় ঘোষণাকালে বিদ্যুৎ বিভ্রাট, ডিপিডিসির ৪ কর্মকর্তা বরখাস্ত",1,1
3706,জলবায়ু তহবিল পেতে এনডিএ ওয়েবসাইট উদ্বোধন,0,1
3707,শ্রীমঙ্গলকে বিশ্বের দরবারে তুলে ধরতে ৭ প্রতিষ্ঠান,0,1
3708,বাংলাদেশে রোহিঙ্গা শরণার্থী পরিবেশের উপর প্রভাব ফেলছে: ইউএনডিপি,1,1
3709,‘৬৪ জেলার মাটি এনেই বাংলাদেশের মানচিত্র বানালাম’ শুভংকর শুভ,1,1
3710,জলবায়ু পরিবর্তনের ঝুঁকি নিরসনে আসেপ সম্মেলন মাইলফলক: স্পিকার,1,1
3711,সিদ্ধান্ত বদলালো চিটাগাং ভাইকিংস,1,1
3712,আওয়ামী লীগ ও বিএনপির নির্বাচনী ইশতেহারের সচিত্র eআরকি ভার্সন,0,0
3713,২২ সেপ্টেম্বর: বাণী চিরন্তনী,1,1
3714,সংস্কারি বাবা' আলোক নাথের বিরুদ্ধে ধর্ষণের অভিযোগ,1,1
3715,"রাজনীতি থেকে কি জিয়া পরবিারের বিদায় হচ্ছে? ২৪ সেপ্টেম্বর, ২০১৮ ১৬:২৪",0,1
3716,মনের কথা ক্যাটরিনাকে বলতে পারছেন না আমির!,0,0
3717,বিচারপতি সিনহার বইয়ে ‘উসকানি’ দেখছেন কাদের,0,0
3718,"তানজানিয়ায় ফেরিডুবিতে ৪৪ নিহত, নিখোঁজ দুই শতাধিক",0,1
3719,"বঙ্গোপসাগরে ট্রলার ডুবিতে জেলে নিহত, নিখোঁজ ১",0,1
3720,সার্ভিসেস কুস্তি প্রতিযোগিতায় বিজিবি ও আনসার চ্যাম্পিয়ন,1,0
3721,ফিলিস্তিনকে স্বীকৃতি দেবে যুক্তরাজ্য!,0,1
3722,কোরীয় অঞ্চলে শিগগিরই ইতিবাচক পরিবর্তন দেখা যাবে',0,1
